,0,1,2,3,4,5,6,7,8,accuracy,macro avg,weighted avg
0,0.7945205479452054,0.7821522309711286,0.7302904564315353,0.8194444444444445,0.4705882352941177,0.7281105990783411,0.725925925925926,0.4358974358974359,0.4267161410018553,0.678726483357453,0.6570717796655545,0.6913154895948405
